tweets,class
"The beautiful irony when someone with a ""choose life"" license plate almost runs you off the road while texting and driving. #irony #dumbdumb",irony
"@zaynsbeaniebabe if I can't talk ""smack"" about them without those laurels, how come their fans can praise then without the same? Lol #Irony",irony
Yall komin at future for doin acid but ya mama &amp; aunts was shootin heroin in they veins while yall was outside playin 😂😂 #Irony,irony
@AutonomScotland The one that always foils his own master's plans by being so incompetent. #Irony or what.,irony
#Bunny #irony - Give my #garden a chance! Too late - you are not a #flower! You are a #rampantrabbit! :) http://t.co/brE2gJ4myW,irony
Off to the gulags with me - - officially a non-person #Facebook the ultimate closed off organisation that preaches open comms #irony alert,irony
Ugh...Microsoft is making me download 8year old client s/w for a live webinar about Win10 &amp; Edge #annoying #ironic http://t.co/oOaEYyMLoX,irony
"I am THE WORST when it comes to congratulating people on being pregnant. And yet, I run a children's shop &amp; should be a pro by now. #irony",irony
Tweeted about how I love being lazy and three fitness accounts followed me #Ironic #ICantChangeEvenIfITried #YogaPantsAreForNetflixWatching,irony
Oh the #irony as cheating spouses are upset that #ashleymadisonhack betrayed their trust #cheaters #karma,irony
"Cheaters upset as they were ""cheated"" by #AshleyMadison #ashleymadisonhack #irony http://t.co/PfBXXZDXJ5",irony
thanking firefighters who saved his house. lower taxes + less government = more freedom. #irony http://t.co/Z28pBXA5oz,irony
Hey @Dejan_Kovacevic PIT airport forced me to watch a 12 second ad today to access free Wi-Fi. Ad for what you ask? #starbucks #irony,irony
"Man in less-gov't, more freedom @FreedomWorks shirt thanks big gov't firefighters for saving his home

#Irony
#Merica http://t.co/W6iyd70Q7I",irony
"I wallowed in emptiness &amp; swam in the #ironic loneliness of wounded people. Surrounded by many, yet totally #alone. http://t.co/hfb5ns4ykw",irony
"@ManctheSpunky @ManUtd dear mufc , I am also sure Ed has lots to learn on business from joe public the 3 gcse acclaimed builder #irony",irony
@EmaGiulianelli @WingyLUFC @Rich_Miz @Benzema what did you say earlier can't trust an agent ? Yet u did with alexisdunn #irony gutdj,irony
I remember when the kardashians and Lily were fan girling over wedding atttendies who weren't famous😂😂 #irony,irony
@internalex Kurt would be rolling in his grave at the very thought of Instagran. #irony @HuffingtonPost,irony
I am seriously breaking apart lol. Random problems crop up in my body and that too when I'm actually eating well. #irony,irony
"@MizzzRebel @GOPBlackChick yeah, the ones at that Trump rally yelling ""white power,"" but more than likely benefiting from Obamacare! #irony",irony
"Ya ever sneeze, and nobody says Bless You, and you just wanna yell ""BLESS ME MOTHERFUK..."" Oh.. #CantSayItLikeThat #IRONY #comedy",irony
Good morning IG haha #comedy #irony #footlong or #sixinch #Jerry from #subway https://t.co/Fc6XTDJzQG,irony
@starsandrobots sure if you order an NE555 there you could build a bomb timer #irony (useful things seem less likely),irony
"@GersFamily @bjsw49 I've been retweeted, there will be a lot of candidates for the award now! RT if blue , Fav if green. #irony",irony
.@SpeakerBoehner @SenateMajLdr continue to give energy to Donald Trump: http://t.co/2ntaaWESH2 #irony,irony
"@gstrawson @piersmorgan Russell wrote about fear based politics in 'Portraits From Memory' in relation to communism, there's some #irony",irony
#Irony alert 2 - @facebook offer a customer service line so you can phone and be told they don't offer customer support. #Seriously?,irony
People complain when the bus doesn't stop right in front of them.... It's those same people that complain about being overweight #ironic,irony
"A nurse who finally understands! Diabetics like being in control of their needles, not some random woman! #needles #scaredofneedles #irony",irony
That's all the scripts done for filming this week! May need a new laptop now though as I appear to have broken the 'F' key #ironic,irony
"Please Mr #Putin
Don't just take #Wikipedia
Take my sight, my hearing, lest l be led astray
Take my freedom, my life
(Trad Russian) #irony",irony
"Eating salt and vinegar potato chips, writing webcopy for a personal trainer. #irony #writerslife #copywriter",irony
The media are attacking @realDonaldTrump for getting his foreign policy information from the media. #Irony,irony
Man wearing anti-government t-shirt thanks firefighters for saving his home #irony : http://t.co/dbmJBm7BkK via @slate,irony
@DanMaduri amazing considering their fearless leader Franklin loves the redistribution methodology for a greater social good. #ironic,irony
Amazing pro ballplayers would rather have shades on hat than over eyes #irony #wgn #cubs Talking to you Mr. #Herrerra,irony
“Go Back To Mexico” Sentiment Is Most Prevalent In States That Used To Be Mexico #facepalm #irony #racism  http://t.co/R9aPjLbWA8,irony
"#AshleyMadison Do you think that the cheaters have the right to feel cheated by the hackers and the website? 
#Irony",irony
#irony @GovMalloyOffice passed the 2 largest tax increases in CT's history. No wonder he supports @HillaryClinton #FITN #nhpolitics,irony
Finding it funny watching #TeenWolf all the smoking ads shown. Is that for the viewer or the cast's benefit?! #Ironic http://t.co/DVZM0bFknw,irony
"@abcnews rubbish. Current bandwidth is more than enough, people are just playing game and looking at porn. #irony",irony
You are too cool Mr Wilson!! Great working with you! #awesome #talent #ILoveMusic #Ironic #AlanisMorrisette  https://t.co/WsptwyLaeD,irony
"Funny singing about climate change, under 350 ceiling bulbs #irony Jonny and the Baptists: The End Is Nigh #edfringe http://t.co/FRrcU9WlTc",irony
@Entrepreneur @empoweredpeeps Its a great show but #ironic you highlighted the #entrepreneur that has hit obstacles in pitches.,irony
"Messianic End Times Israel Meddling JoelRosenberg;
""Iran leaders form an apocalyptic, genocidal death cult.""
#Irony #JStreet #IranDeal",irony
"@MicrosoftHelps All good! Had tried many. At least 10 diff workarounds. Right after I sent tweet 2 u, I tried the 11th and it worked! #irony",irony
"@AruJoestar you mean someone got mad for you not doing something, and it doesnt effect them? #irony http://t.co/hR5xAnXPqc",irony
"My stepdad found out his suit doesn't fit for my bro's wedding that's in 2 weeks, so he is drowning away his sorrows with ice cream #ironic",irony
I just realized how annoying hashtags after a person used it in such a cliche statement like ughhhhhhhhh #positivity #irony #annoyinghashtag,irony
"America to God: ""Dear God please watch over our kids as they go back out to school. Just be sure to stay out of our schools."" #irony",irony
Went for a big walk earlier and almost got hit by an ambulance #ironic #thatswhatigetfortryingtoexercise,irony
It's like meeting the guy of your dreams and then realizing you'd rather have a beautiful wife. #ironic,irony
Contemplating joining a gym... But is 65 quid a month too much? It's really near my house tho so won't have far to walk #irony,irony
"@RoughAcres @guardian they are just kids... Why should We ask them more?! It's all teachers' fault of course
#irony",irony
@realDonaldTrump can we exchange illegal immigrants back 4 Mexican made coke? That stuff is way better than the stuff we make here. #irony,irony
"I have an idea for you, get some french fries from @lilwoodys &amp; then dip them in this ice cream! #Irony #Delicious http://t.co/WBNMr2jsUj",irony
Ashley Madison exec reportedly hacked a competitor http://t.co/qhWiCi7FfN via @VentureBeat #security #ironic #hack #cybersecurity #news,irony
"""Man wearing anti-government t-shirt thanks firefighters for saving his home""
#irony 
 http://t.co/QKKzZgJ3jH via @slate",irony
@Team_Barrowman you have to be careful with phone in pool my waterproof Sony z2 turned out not to be #irony,irony
FFS. My wife tweets like once a year (and I wrote it cos she don't know how to) and @FFS_MUSIC + @sparksofficial both fave her. #Ironic,irony
I truly can't believe that in 2015 people still buy this shit? #Scientology FFS it was made up by a science fiction writer! #irony #idiots,irony
Couldn't finish my run tonight. Had to walk the last bit. Born to Run started to play as soon as I started walking. #irony #fitnessfail,irony
You really should sit and read this tweet to yourself until the #irony penetrates your blood-brain barrier. https://t.co/kHOf8iHTlF,irony
"@ESPNStatsInfo too high what do you mean too high? You mean too far! Too high, too far who gives a shit its outta here- major league #ironic",irony
Paging Mitt #Mr47Percent Romney... All while other #GOP contenders still want to shield the super rich. #Irony http://t.co/3sslTvYgmK,irony
"#Pirates hate #Windows10 because they think it's ""sharing"" their data :-D #irony (Yeah of course, issue is privacy.) http://t.co/uHLOWhk7dM",irony
"I literally cannot find a single copy of the font ""Gotham"" that is not corrupt. #Irony #designerproblems #fonts",irony
@Telegraph people earning so much end up stressing themselves out about how they're going to afford their private health insurance. #irony,irony
Just saw a woman literally walk out of the gym doors grab her vape and start smoking .. It geeked me out so hard😂😂 #irony,irony
"So @SethKush blasts on @DrewOnTheRadio because he's a Star Wars fan. But he is the biggest fake-wrestling, big-dudes-on-tights mark? #Ironic",irony
"@karleburford Naw,, if Banksy knew me.. He'd get why. I can't afford him, middle class gal. He'd get it. #irony",irony
"The @NFL and @nflcommish are either incompetent or malicious. Either way, they made @criscarter80 their fall guy. #irony #dumbanddumber",irony
"So payday loan and pawnshop, Cash America closed market today which began w Dow off 1089 points.... #irony #maddow http://t.co/reispvtUyF",irony
I basically had to sell my soul to the devil to make my #FantasyBaseball playoffs and I'm getting crushed by my Godson #Irony,irony
"guy tried to light a cig on the bus, sneezed/farted simultaneously, and is now 23 mins into a call with his 'girl' about respect. #irony",irony
Dude spends literally all day harassing owner of TechRaptor and accuses us as being pro harassment. #irony,irony
It is terribly amusing that this is presented in a blog (a social medium) citing another 'major blog post'. #irony https://t.co/y17vUYLiFU,irony
So it's OK for Cena to make fun of someone in his promos but if someone does it to him he gets all mad? #RAW #Irony,irony
"So president is talking green energy upstairs, and were performing for an American car company downstairs. #irony #LasVegas @POTUS",irony
"in·teg·ri·ty
inˈteɡrədē/
noun
1.
the quality of being honest and having strong moral principles; moral uprightness.

#Honesty #Irony",irony
Haha @ShekharGupta has only seen 3 lions on coins and notes - knows only of 3 lions. He preaches history! #Irony http://t.co/hZhtRrQ6bU,irony
Ever since I tried dieting I've stopped caring about what I eat #Ironic #Pizza4Lyfe #GiveMeYourCarbs #Gainz #FatFuck #OopsIMeanBulking,irony
"First #COAS went to Italy thn Britain Delegation cme to meet #COAS now it's Ch.Nisar's turn ....
#Irony 
#PackUp  https://t.co/umMbblvv9u",irony
The most popular song on the radio perpetuates a patriarchal society yet is performed by the embodiment of an empowered woman #irony,irony
